Gr Liv Area,Bedroom AbvGr,Neighborhood,Year Built,Year Remod/Add,Yr Sold,Total Bsmt SF,SalePrice
1364,2,Blmngtn,2006,2006,2006,1220,210250
2826,3,NoRidge,1992,1993,2006,1334,334000
1382,1,OldTown,1949,2002,2007,0,110000
1561,2,NridgHt,2005,2005,2007,1561,277500
1502,3,Crawfor,1923,1996,2007,602,165000
3627,4,NoRidge,1995,1996,2006,1930,625000
1441,2,Somerst,1999,2000,2007,776,174000
1920,4,NAmes,1948,1950,2007,928,137000
1232,3,BrkSide,1939,1950,2007,600,128000
1321,1,StoneBr,1990,1990,2007,1312,212000
2541,4,StoneBr,2005,2005,2007,1149,349265
1273,3,Edwards,1910,1993,2006,616,121000
1000,1,ClearCr,1963,1963,2006,1000,164000
1750,4,Mitchel,1940,1985,2008,983,160000
1660,3,Somerst,2007,2007,2008,1660,256000
2225,4,NoRidge,1992,1993,2010,1390,285000
1920,4,SWISU,1930,1950,2008,960,161900
1069,2,NPkVill,1977,1977,2008,1069,140000
2243,4,SawyerW,1990,1991,2007,700,225000
768,2,CollgCr,1972,2007,2009,768,133000
1568,3,Somerst,2001,2002,2006,1568,221000
884,2,NAmes,1951,1991,2006,884,142000
1595,2,Somerst,2005,2006,2010,1595,221500
1116,3,NAmes,1962,1962,2010,1116,160000
848,1,CollgCr,2003,2003,2008,848,136500
1740,4,NWAmes,1968,1968,2008,1740,150000
1288,1,Veenker,1996,1996,2008,1260,245500
2464,4,NridgHt,2007,2007,2008,2418,417500
1295,1,Greens,1978,1998,2007,1057,213750
3194,4,Crawfor,1934,1998,2007,965,359100
1141,3,OldTown,1900,1950,2007,570,85000
1612,3,Timber,2008,2008,2008,796,218689
1031,2,NAmes,1952,2005,2009,1031,145500
1959,5,Mitchel,1988,1989,2006,1907,171000
1836,3,NridgHt,2004,2005,2009,1836,280000
1430,3,Gilbert,1999,2000,2009,384,156000
789,2,OldTown,1948,1950,2008,789,115000
1506,3,Somerst,2005,2006,2007,1494,249000
1609,3,SawyerW,1995,1995,2008,754,182000
2088,4,NridgHt,2007,2007,2008,948,250000
1636,4,Crawfor,1919,1950,2006,818,167000
1505,2,NAmes,1953,1953,2009,1505,149500
1368,2,NridgHt,2005,2006,2006,1368,202665
1387,3,NAmes,1967,1975,2006,943,145000
2034,2,Mitchel,1953,1953,2007,0,130000
1661,3,CollgCr,1996,1996,2009,799,212000
1680,2,SWISU,1910,1950,2010,856,114900
1056,3,NAmes,1958,1992,2007,1056,139000
1564,3,CollgCr,2007,2007,2008,1564,218836
2364,2,NridgHt,2009,2010,2010,2330,611657
1274,3,BrkSide,1939,1998,2007,728,135000
1228,3,Crawfor,1918,1990,2009,600,137000
1226,1,Greens,1978,1978,2010,1226,206000
1324,3,OldTown,1920,1993,2010,662,122000
1279,3,Mitchel,1977,1977,2008,1196,171500
1563,3,Somerst,2007,2007,2008,1563,245000
789,2,Crawfor,1926,1950,2007,768,96500
1635,2,OldTown,1910,2003,2006,485,117000
1510,3,SWISU,1920,1950,2006,755,149000
2022,4,ClearCr,1977,1977,2008,1160,192000
1127,3,Edwards,1976,1976,2008,1127,135000
1554,2,NridgHt,2006,2006,2007,1554,209500
1141,3,SawyerW,2005,2005,2006,1141,142500
1374,3,Gilbert,2004,2004,2007,384,175000
792,2,OldTown,1958,1958,2009,792,99900
1319,3,NAmes,1953,1953,2009,608,123000
1461,3,Crawfor,1926,1991,2007,686,135000
1040,2,NAmes,1950,1950,2006,0,93500
936,3,NAmes,1962,1962,2007,896,130000
1736,3,NridgHt,2008,2008,2009,1736,360000
1368,3,OldTown,1910,1993,2006,684,114504
919,2,IDOTRR,1926,1998,2008,894,126000
836,2,NPkVill,1975,1975,2010,836,120000
2210,5,OldTown,1880,1950,2007,1008,117500
1256,3,Timber,1986,1986,2008,1256,180000
848,1,CollgCr,2003,2003,2007,848,131500
1782,3,NWAmes,1979,1979,2008,1782,220000
907,3,NAmes,1957,1957,2008,907,109008
1316,3,Gilbert,2005,2006,2006,1316,169990
1675,3,ClearCr,1959,1959,2010,1422,173000
1676,3,Mitchel,1977,1994,2007,1160,196000
1049,2,IDOTRR,1910,2000,2008,356,80900
2454,3,OldTown,1879,1987,2007,819,185000
2338,4,StoneBr,2006,2007,2007,2660,591587
1040,3,Mitchel,1963,1963,2007,1064,132250
1250,2,Somerst,2006,2007,2008,625,171900
1215,3,NAmes,1958,1998,2009,1215,155000
1114,3,NAmes,1961,1961,2008,1114,140000
1079,2,Edwards,1948,1950,2008,570,125600
1416,4,OldTown,1915,1950,2008,876,153900
1582,3,BrkSide,1938,1950,2009,952,150000
1412,3,Timber,1988,1988,2009,1392,175000
1501,3,CollgCr,1999,1999,2009,1490,204000
1652,3,Crawfor,1994,2007,2010,423,203135
1192,3,IDOTRR,1920,1950,2009,596,78000
1092,3,MeadowV,1970,1970,2006,546,71000
1032,2,Blueste,1980,1980,2008,516,116500
1181,3,Edwards,1972,1972,2008,1138,137500
1368,2,NridgHt,2005,2006,2006,1368,202500
1056,3,Gilbert,1955,1955,2006,1056,145000
1376,2,OldTown,1905,1950,2006,738,96900
1258,3,NWAmes,1971,2004,2008,1258,145000
1537,3,Timber,2006,2007,2008,1518,294000
1285,2,BrkSide,1948,2001,2008,672,127000
1888,2,NAmes,1966,2002,2010,1517,190000
976,2,NAmes,1968,2004,2006,976,157500
1482,3,OldTown,1920,1988,2009,650,143000
1292,3,Edwards,1923,2008,2008,949,108000
2555,3,Crawfor,1922,1994,2008,588,191000
1005,3,Sawyer,1964,1964,2007,1005,115400
1846,3,NAmes,1949,1950,2007,1040,143000
925,3,NAmes,1955,1955,2007,923,116900
1114,3,SawyerW,2004,2004,2008,1114,159000
1425,3,NAmes,1964,1964,2008,1425,180500
935,2,BrkSide,1930,1960,2008,742,79500
1422,3,Crawfor,1926,1950,2007,1290,136500
2726,2,Crawfor,1986,1986,2007,279,315000
1069,2,NPkVill,1975,1975,2006,1069,146300
2078,3,Somerst,2007,2008,2008,1034,339750
1316,3,OldTown,1929,2001,2010,926,130000
1336,2,Crawfor,1953,1953,2006,1165,157000
1226,1,Greens,1978,1978,2006,1226,170000
1515,3,Gilbert,2004,2004,2008,789,179000
1452,2,Sawyer,1964,1980,2007,1420,158450
894,2,Sawyer,1977,1977,2007,894,120750
1648,2,Crawfor,2007,2008,2009,1596,230000
1273,2,Crawfor,1960,1960,2009,1273,155000
1556,4,NWAmes,1968,1968,2009,727,154000
1274,3,Mitchel,1991,1991,2010,624,136000
1040,3,Sawyer,1963,1963,2010,1040,133000
1419,2,StoneBr,2007,2007,2007,1419,392000
3005,3,Somerst,2004,2005,2009,1376,280750
2448,4,NoRidge,1994,2005,2009,1629,402000
1074,3,NWAmes,1975,1975,2006,1056,153500
1352,4,Sawyer,1969,1969,2010,663,158000
2495,5,OldTown,1890,1999,2008,1313,184000
1148,2,Edwards,1952,1952,2006,980,123500
1092,3,MeadowV,1972,1972,2007,546,85500
1686,3,SawyerW,2005,2005,2006,891,184000
1625,2,Crawfor,2006,2007,2007,1573,375000
1666,3,IDOTRR,1927,1950,2009,1204,135000
1947,3,Somerst,2004,2005,2010,991,254900
2121,3,NridgHt,2006,2007,2007,2121,415298
1574,3,Somerst,2006,2006,2008,1574,232000
2234,3,NoRidge,2000,2000,2006,1160,300000
992,3,Edwards,1954,1954,2010,381,155891
1382,3,Gilbert,1998,1998,2009,384,177500
968,2,OldTown,1956,1956,2007,0,104500
1959,3,Somerst,2006,2006,2007,1088,270000
1822,3,NridgHt,2005,2006,2010,1822,259000
2039,3,NAmes,1941,1963,2006,929,167000
1840,3,CollgCr,2001,2001,2009,944,230000
2687,4,StoneBr,1994,1994,2006,2062,270000
2214,3,CollgCr,1999,1999,2006,1090,268500
1092,3,BrDale,1972,1972,2006,525,108000
1104,3,NAmes,1956,1958,2008,1104,133000
1173,3,OldTown,1901,1950,2007,592,113000
1236,2,NAmes,1957,1996,2006,1070,134450
954,2,Crawfor,1938,1950,2007,920,119750
1710,3,Mitchel,2004,2005,2009,1710,240000
1732,3,SawyerW,1985,1985,2010,741,178000
1419,2,Somerst,2001,2001,2008,1419,290000
1336,3,NWAmes,1969,1969,2009,1288,163000
1151,2,Somerst,2006,2007,2007,1141,166000
1417,3,CollgCr,1997,1998,2009,1417,210000
630,1,MeadowV,1970,2002,2009,630,86000
1939,3,CollgCr,1998,1998,2006,1054,227000
1472,2,NAmes,1959,1959,2006,0,157500
1229,2,Blueste,1980,1980,2009,561,121000
1762,4,OldTown,1920,1950,2006,596,157000
2466,4,Somerst,2004,2005,2007,1580,340000
2007,3,Somerst,2008,2008,2009,1017,310000
1094,3,Edwards,1953,1953,2008,1094,155000
1851,3,NAmes,1964,1993,2007,822,187000
1668,3,CollgCr,2003,2003,2007,840,180000
936,2,OldTown,1980,1980,2007,936,140000
2748,4,NridgHt,2006,2006,2008,1850,390000
1964,3,Somerst,2005,2006,2006,1100,252000
1716,3,Edwards,1949,2008,2009,768,131000
1264,3,NAmes,1960,1960,2010,1268,167500
1662,3,Somerst,2006,2007,2009,1652,291000
2345,4,Crawfor,1932,1950,2006,952,239000
1494,3,CollgCr,2006,2007,2007,1494,279500
1283,3,NAmes,1962,1980,2008,931,140000
899,3,Sawyer,1967,2004,2009,864,130000
1647,3,Crawfor,1977,1977,2006,1430,217500
788,1,Greens,1980,1980,2010,728,155000
1266,2,Blmngtn,2007,2007,2008,1266,159895
1212,3,Sawyer,1977,1995,2006,506,151000
1811,2,Crawfor,1956,2004,2006,1073,230000
1838,2,Timber,2006,2006,2009,1838,315000
1062,3,NAmes,1954,1954,2009,1062,131000
950,3,NAmes,1971,1971,2007,950,119500
1554,2,NridgHt,2006,2006,2007,1554,209500
1456,3,CollgCr,2006,2006,2007,728,155835
1465,3,Gilbert,1998,1998,2010,789,180400
1468,3,Somerst,2008,2009,2009,1468,244600
1442,3,Gilbert,1990,1990,2009,1424,180500
1717,2,Crawfor,1940,1950,2006,901,194000
1848,4,BrkSide,1923,2000,2008,833,207000
1656,3,IDOTRR,1967,1967,2008,624,126000
1594,2,NWAmes,1993,1993,2007,1594,188500
1302,2,Sawyer,1940,1998,2007,680,165250
2559,4,SawyerW,1989,1989,2006,868,209000
1456,4,Edwards,1948,1950,2006,810,91500
1074,2,NAmes,1956,1956,2007,894,124000
1125,3,Edwards,1976,1976,2009,1041,125000
1176,3,BrkSide,1934,1950,2006,816,114500
1316,4,BrkSide,1926,1950,2007,750,90000
498,1,Edwards,1922,1955,2006,498,35000
1709,3,Edwards,2004,2004,2006,970,130000
1149,3,Edwards,1960,1971,2009,1014,127000
1090,2,Edwards,2005,2006,2007,1090,157000
1593,3,Gilbert,2004,2004,2008,839,193000
1281,1,OldTown,1925,1993,2007,1151,128500
1453,3,BrkSide,1942,1950,2010,835,132000
1680,3,SawyerW,1993,1994,2008,886,163000
1575,2,NAmes,1951,1951,2006,216,155000
1430,3,Mitchel,2004,2005,2010,1430,173500
1511,3,Gilbert,1997,1997,2006,802,185000
2296,3,NridgHt,2008,2008,2009,1722,451950
1595,2,SWISU,1940,2000,2006,940,140000
1912,3,OldTown,1905,2000,2008,482,163000
1078,3,OldTown,1925,1950,2009,1054,125000
1530,3,Gilbert,2004,2004,2007,1530,259000
1360,2,OldTown,1910,2003,2008,680,111000
1287,3,Mitchel,1992,1992,2009,624,130000
1294,2,CollgCr,2006,2006,2006,1286,193879
1144,3,Sawyer,1961,1983,2009,864,131400
1500,2,Blmngtn,2006,2006,2006,1356,246578
1404,3,Mitchel,1969,2000,2009,1188,160000
1253,3,Gilbert,1995,1996,2007,1237,176000
1646,2,Crawfor,2004,2005,2008,1594,275000
1904,3,NridgHt,2005,2005,2006,1058,275000
1494,3,CollgCr,2002,2002,2008,1494,221000
1776,3,Gilbert,1996,1996,2006,821,202000
2544,6,NAmes,1969,1969,2009,1248,190000
2064,4,Gilbert,2005,2005,2006,1074,250000
1337,2,NAmes,1999,1999,2010,1405,184000
1306,1,NridgHt,2005,2005,2009,1306,196000
1755,3,CollgCr,1999,1999,2006,840,214000
872,3,NAmes,1971,1971,2007,858,123000
1802,3,NridgHt,2006,2006,2007,1802,372000
1270,2,CollgCr,2005,2006,2007,1270,175900
1558,3,OldTown,1939,1950,2009,690,150000
2520,5,NridgHt,2007,2007,2009,1508,409900
1434,3,SawyerW,2001,2001,2009,1454,189000
1576,4,NAmes,1961,1961,2009,1208,174500
1196,3,Edwards,1968,1968,2010,1196,144000
1391,2,Somerst,2004,2004,2008,1391,196000
1475,4,MeadowV,1976,1976,2008,550,129500
1734,3,NAmes,1962,1981,2006,912,159000
1133,3,OldTown,2008,2008,2008,192,143000
906,2,BrkSide,1937,1950,2008,348,87000
1608,3,Mitchel,1961,1961,2007,1396,80000
1714,3,NWAmes,1988,1988,2010,980,196500
1796,4,NAmes,1963,1963,2008,780,140000
1609,3,OldTown,1910,1950,2008,796,127500
1350,2,Sawyer,1941,1973,2008,576,152400
1073,2,OldTown,1921,1968,2006,1073,108480
2152,3,NridgHt,2007,2008,2007,1582,260116
944,2,Edwards,1952,1952,2009,0,82000
2037,3,SawyerW,1996,1996,2008,672,229000
876,2,NAmes,1951,1951,2008,876,94000
1224,2,NAmes,1962,1962,2007,0,101800
1214,2,Edwards,1965,1965,2007,1214,140000
2290,4,OldTown,1885,1950,2010,777,122500
2358,5,ClearCr,1908,1997,2008,907,240000
1916,3,Mitchel,1998,1999,2010,1049,254900
2000,3,Mitchel,1993,1994,2006,996,188000
1710,2,StoneBr,2007,2007,2008,1710,334000
1142,3,BrkSide,1924,1950,2009,468,93000
1524,3,NAmes,1958,1958,2007,874,144000
438,1,SWISU,1920,1950,2009,290,60000
1442,3,Timber,2006,2007,2008,352,172500
2122,2,NridgHt,2007,2007,2007,2108,345474
1679,3,SawyerW,1994,1998,2008,1408,193500
1479,3,NWAmes,1981,2003,2007,725,176000
1144,3,NAmes,1956,1956,2009,1169,150000
2140,3,CollgCr,2006,2007,2007,2140,360000
886,2,OldTown,1938,1996,2009,190,91300
1493,3,CollgCr,1997,1998,2008,1478,208900
3672,5,Edwards,1935,1990,2006,1836,415000
1652,3,CollgCr,2000,2000,2008,782,207500
1178,3,NWAmes,1973,2000,2008,1176,157000
845,2,Mitchel,1982,2006,2007,845,129500
1352,4,OldTown,1939,2006,2009,676,149000
1229,2,SawyerW,1979,1979,2009,1094,148325
1492,3,Gilbert,2006,2006,2006,738,185101
2452,4,CollgCr,1998,1999,2007,1028,267000
764,2,OldTown,1925,2004,2008,680,73000
1073,2,SWISU,2004,2004,2006,1073,157000
1361,3,CollgCr,2007,2007,2008,1351,193000
2093,3,NWAmes,1986,1991,2008,791,215000
1876,3,CollgCr,2005,2006,2006,1308,229800
1580,3,NAmes,1959,1959,2010,1244,159500
1034,2,OldTown,1940,1950,2007,735,109000
926,2,Mitchel,1977,1977,2009,902,156450
879,2,SWISU,1936,1950,2006,830,80000
1588,4,ClearCr,1959,1959,2008,0,134432
1651,3,CollgCr,2007,2007,2007,1643,246500
1552,3,NWAmes,1975,1975,2006,713,179900
2470,1,NridgHt,2003,2003,2008,2535,615000
972,3,NAmes,1955,1955,2010,972,122500
1779,3,CollgCr,1998,1998,2009,866,197900
1118,3,OldTown,1939,1950,2006,793,119900
1348,3,NAmes,1966,1966,2006,660,155000
1671,4,Crawfor,1929,1950,2006,1022,218000
1680,1,CollgCr,2009,2009,2009,1555,323262
1490,3,Gilbert,2005,2006,2009,745,167800
882,2,NAmes,1956,1956,2009,882,124500
990,3,CollgCr,1994,1995,2009,990,138000
1422,3,Sawyer,1951,1951,2006,806,137500
1625,4,NWAmes,1965,1965,2008,1625,140500
1710,2,NridgHt,2007,2008,2008,1710,372402
2418,3,NoRidge,1993,1994,2008,1311,341000
1145,2,Blmngtn,2006,2006,2010,1145,160000
1905,3,Somerst,2006,2006,2007,1905,320000
1958,3,Somerst,2005,2005,2008,1026,250000
1716,4,NAmes,1962,1962,2008,858,171000
1428,3,Somerst,2008,2008,2008,1417,227680
1470,3,Gilbert,1995,1996,2008,680,165000
1440,3,Timber,2003,2003,2008,1432,232500
1786,3,CollgCr,2001,2002,2008,920,223500
1629,3,Gilbert,1997,1998,2010,928,189900
1776,3,CollgCr,2002,2002,2006,936,192500
984,2,NAmes,1954,1954,2008,936,112500
955,3,Sawyer,1966,1966,2007,955,127000
2008,3,Edwards,1948,2002,2006,896,225000
2432,4,Mitchel,1985,1986,2010,1216,159000
1032,2,Edwards,1935,1950,2006,0,125000
1639,3,Edwards,1946,1950,2009,747,154400
912,3,Sawyer,1962,1962,2009,912,123000
1320,3,NAmes,1948,1950,2008,768,138000
1469,3,IDOTRR,1906,1995,2008,756,135000
2519,4,Timber,1989,1990,2006,1210,335000
1702,1,NridgHt,2008,2008,2008,1702,367294
1500,3,CollgCr,2004,2004,2009,1500,190000
1718,4,Crawfor,1927,1992,2007,851,238000
864,3,NAmes,1970,1970,2009,864,120500
2013,3,NoRidge,1996,1997,2007,1117,269790
2136,4,NAmes,1951,1951,2006,2136,137900
1302,3,BrDale,1972,1972,2009,630,119500
1652,4,OldTown,1915,1950,2010,686,139000
1234,3,CollgCr,2007,2007,2008,1234,179900
1394,3,Timber,2006,2007,2008,384,167500
1548,3,BrkSide,1925,2007,2009,952,205000
2727,3,Crawfor,1932,1994,2007,853,315000
1408,3,Edwards,2005,2006,2007,734,171500
2599,4,NoRidge,1999,1999,2010,1393,333168
1043,2,NAmes,1947,1950,2006,938,137000
1032,2,Blueste,1980,1980,2009,516,115000
1030,3,BrDale,1972,1972,2006,494,116000
1575,2,NridgHt,2003,2004,2008,1603,284000
1636,3,Somerst,2006,2006,2007,1623,255000
1688,4,ClearCr,1997,1997,2008,616,200000
1204,3,Edwards,1954,1954,2008,416,100000
1313,3,NAmes,1961,1995,2009,1313,153000
1525,3,CollgCr,2000,2000,2006,1525,235000
1440,2,NAmes,1959,1998,2008,1248,185000
1463,3,CollgCr,1998,1998,2009,1463,207000
1578,3,Somerst,2008,2009,2009,1573,287090
1656,3,OldTown,1916,1987,2009,660,135000
1338,3,Edwards,1915,1950,2006,832,92000
1441,3,NPkVill,1978,1978,2009,855,148500
1173,3,NWAmes,1974,1974,2010,1053,170000
1126,2,Edwards,1949,2003,2009,0,108000
1698,3,NridgHt,2005,2005,2010,1698,275000
1944,3,NridgHt,2003,2004,2006,1896,360000
1199,2,SawyerW,1993,1993,2008,1199,153900
1494,3,CollgCr,1997,1997,2006,1479,217000
2331,3,NridgHt,2005,2005,2008,1414,379000
2634,6,NAmes,1969,1969,2009,1248,200000
1314,3,Somerst,2009,2009,2009,1300,229456
1557,2,Somerst,1999,2000,2008,1557,305000
2452,4,NridgHt,2004,2005,2006,1117,309000
3500,4,NoRidge,1993,1994,2006,1733,584500
1183,3,NAmes,1959,1959,2009,528,138000
988,2,MeadowV,1973,1973,2009,462,91000
1098,2,Crawfor,1930,1995,2007,531,148500
2057,3,Crawfor,1936,1987,2006,1017,250000
1774,2,OldTown,1931,1950,2008,952,129900
864,3,IDOTRR,1920,1950,2008,592,65000
1646,2,Crawfor,2004,2005,2010,1594,246000
2589,4,NridgHt,2006,2006,2006,1738,412083
1378,2,Somerst,2004,2004,2007,1378,214000
1052,3,NAmes,1968,1968,2006,1052,138500
985,3,CollgCr,1977,1977,2008,985,149900
1228,2,StoneBr,1988,1989,2008,1228,189000
1057,3,Sawyer,1962,1962,2007,1057,132000
988,3,NAmes,1959,1998,2009,988,149500
1470,2,OldTown,1922,1994,2010,738,140750
1932,3,CollgCr,2003,2003,2007,979,213000
1661,3,NAmes,1955,1996,2008,992,165500
1125,2,Edwards,2006,2007,2007,1125,155000
1456,3,Gilbert,2005,2005,2008,728,176000
2161,3,NridgHt,2007,2007,2007,1582,325624
2020,3,SawyerW,1995,1995,2009,1128,239500
1309,3,NWAmes,1974,1999,2006,1040,181000
1486,3,Edwards,1964,1999,2009,1486,167000
1500,3,CollgCr,2005,2006,2006,750,173900
1128,2,NAmes,1954,1954,2006,936,118000
1022,2,OldTown,1910,2006,2009,1022,85000
2007,3,OldTown,1900,1950,2009,917,160000
1824,3,Timber,2006,2007,2007,1824,392000
1103,3,NWAmes,1974,1974,2006,1103,155000
2073,3,NWAmes,1978,1988,2010,1542,210000
1056,0,OldTown,1980,1980,2010,1056,144000
1402,2,Blmngtn,2006,2007,2007,1258,194201
767,1,NAmes,1998,1998,2007,723,133000
1368,2,Mitchel,1997,1997,2006,1288,215000
2393,2,Somerst,1998,1999,2008,970,345000
1790,3,NAmes,1957,1957,2008,998,180000
1968,4,Timber,2009,2010,2010,774,269500
930,2,Edwards,1946,2006,2010,0,84900
1908,4,CollgCr,1994,1995,2008,915,210000
1044,3,NAmes,1968,1968,2008,912,139000
1298,3,Edwards,1941,1950,2009,720,122000
1479,3,CollgCr,1999,2000,2008,1468,191000
1774,4,Sawyer,1961,1961,2009,552,165000
756,2,Sawyer,1927,1950,2010,660,85000
1350,3,NWAmes,1974,1974,2009,1064,165000
1297,3,NAmes,1954,1990,2009,1297,153000
1542,3,Somerst,2007,2007,2007,1542,260261
1718,3,Gilbert,1998,1998,2009,832,185000
2009,4,BrkSide,1939,1950,2008,989,150000
1533,2,ClearCr,1975,1975,2006,1533,280000
1398,2,SawyerW,1990,1991,2006,1398,172000
1638,4,IDOTRR,1957,1957,2006,967,139000
1690,4,OldTown,1910,2008,2009,560,156500
1584,2,Somerst,2007,2007,2007,1574,261329
838,2,BrkSide,1918,2000,2008,816,130000
1691,2,NAmes,1967,1967,2009,1680,175000
1132,2,BrkSide,1939,1950,2010,608,134000
1384,3,Gilbert,1997,1997,2007,384,161500
1361,2,IDOTRR,1895,1950,2008,173,89000
864,2,Gilbert,1951,1951,2010,864,141000
1642,4,OldTown,1927,1950,2007,728,145000
1969,4,IDOTRR,1938,1958,2008,1272,141000
1337,2,Mitchel,1998,1998,2006,1237,153500
1378,3,OldTown,1935,1998,2009,901,128900
1650,3,OldTown,1910,1990,2007,926,144100
1431,3,CollgCr,1999,1999,2009,1431,192000
864,2,OldTown,1950,1950,2006,576,105000
1792,2,NridgHt,2003,2004,2006,1792,374000
2082,3,OldTown,2003,2003,2008,1362,200000
1015,3,BrkSide,1925,1950,2006,768,88000
2080,5,NAmes,1969,1969,2007,1040,135000
1252,3,NAmes,1950,1950,2008,1032,119000
1340,3,SWISU,1945,1950,2006,780,128000
1481,3,Gilbert,1994,1995,2009,702,174000
1208,2,CollgCr,2007,2007,2007,1208,195400
1308,3,NWAmes,1969,1969,2008,720,146900
1118,2,OldTown,1920,1950,2006,648,116000
1296,2,SWISU,1924,1999,2010,1107,104000
1069,2,NPkVill,1977,1977,2010,1069,127500
914,2,CollgCr,1996,1996,2006,870,148000
2795,4,StoneBr,2005,2006,2006,1390,401179
841,2,SawyerW,1950,1950,2009,721,82000
1210,3,Mitchel,1975,1975,2006,1128,148000
1338,3,Somerst,2007,2007,2007,1338,208900
2447,4,SWISU,1919,1990,2010,804,169000
1535,3,NridgHt,2004,2004,2010,1517,214000
948,3,Edwards,1954,1954,2007,864,111000
1466,3,Timber,2007,2007,2009,1466,201000
882,2,OldTown,1956,1956,2008,0,97000
2443,4,Somerst,2004,2004,2007,1158,265000
1516,3,NAmes,1964,1964,2009,1516,167000
1301,2,Somerst,2006,2006,2006,1293,187750
1053,3,NAmes,1959,2006,2008,1053,145500
1600,3,Mitchel,1951,1951,2006,0,81500
1922,4,Edwards,2003,2003,2009,0,198500
1013,3,BrkSide,1926,1950,2008,992,113000
1468,3,CollgCr,2008,2008,2009,1468,239900
1803,3,Sawyer,1957,2000,2006,1134,155000
1509,3,Timber,1988,1989,2008,1461,175000
1398,3,Edwards,1976,2001,2008,684,160500
2872,4,NoRidge,1992,2000,2007,1683,285000
1928,4,OldTown,1910,1950,2006,1020,137000
1072,2,OldTown,1940,1950,2007,808,130000
1802,4,Crawfor,1920,1950,2006,793,200100
2172,3,NridgHt,2006,2006,2007,1063,280000
1700,3,CollgCr,2003,2003,2006,1682,200000
2060,4,ClearCr,1988,1989,2007,1151,211000
1416,3,BrkSide,1948,1950,2010,780,139900
1768,3,SWISU,1937,1950,2007,731,175000
1077,2,BrkSide,1939,1950,2008,991,118000
1479,3,SWISU,1926,1997,2006,624,160000
1861,3,Somerst,2007,2007,2008,1341,257000
1728,6,Sawyer,1963,1963,2006,1728,125000
1976,3,NoRidge,1998,1998,2006,1044,286000
1510,3,NAmes,1967,1967,2010,1510,178900
990,3,CollgCr,1995,1995,2006,990,156000
1894,4,Timber,2002,2003,2010,817,214900
1063,3,NAmes,1954,1954,2010,1056,128000
1107,3,NAmes,1967,1993,2007,949,127000
1242,3,NWAmes,1973,1973,2007,1242,175500
1479,3,CollgCr,2003,2003,2007,1453,226000
995,2,BrkSide,1925,1999,2009,960,115000
1535,4,SawyerW,1979,1979,2009,0,118964
1346,2,Edwards,1910,2000,2007,560,112000
2490,2,Somerst,2005,2006,2009,2458,468000
1033,3,Edwards,1976,1976,2008,456,165000
960,3,Edwards,1965,1965,2007,960,94750
1182,3,OldTown,1945,1950,2006,770,120000
864,3,CollgCr,1972,1972,2006,864,128500
1740,2,Veenker,1981,1981,2009,1740,241600
1577,2,NridgHt,2005,2005,2007,1577,280000
1750,3,OldTown,1880,1991,2006,636,124000
1372,3,Somerst,2007,2008,2008,1372,250580
1778,2,Crawfor,2005,2006,2006,1573,375000
1775,3,SawyerW,1993,1993,2009,740,213000
2212,3,Gilbert,2005,2006,2006,1700,309000
833,2,Mitchel,1984,1984,2010,833,149900
1500,3,CollgCr,2006,2006,2007,1489,212999
1295,3,NWAmes,1968,1968,2007,1295,164000
1433,3,NAmes,1961,1990,2006,1251,161000
1714,2,StoneBr,2005,2005,2006,1714,318000
1768,3,CollgCr,2007,2007,2009,866,212000
1588,3,CollgCr,1999,1999,2006,1588,214000
1251,3,NAmes,1964,1964,2006,1251,160000
1478,3,NAmes,1957,1957,2009,1478,156500
2098,3,NridgHt,2005,2005,2006,1030,275500
1558,4,IDOTRR,1950,1950,2007,910,152000
832,2,OldTown,1923,1970,2010,678,12789
968,2,OldTown,1923,2006,2007,968,100000
1092,2,NAmes,1957,1957,2006,1092,141000
2202,4,NoRidge,1992,1993,2007,1105,263000
1801,3,Crawfor,1930,1959,2006,697,210000
1772,3,CollgCr,1998,1998,2009,928,200000
3390,5,StoneBr,2006,2006,2006,1528,545224
1531,3,Edwards,1947,1979,2010,756,127000
1582,3,CollgCr,2004,2004,2008,770,185900
1473,1,ClearCr,1968,2003,2009,1437,143000
1200,2,Somerst,2005,2005,2006,600,151000
1208,2,CollgCr,2006,2006,2010,1187,206000
1707,3,NWAmes,1978,1998,2009,1140,184000
883,2,Mitchel,1992,1993,2009,828,149000
1702,3,Somerst,2007,2007,2009,1702,275500
985,2,NAmes,1920,1994,2010,576,105000
1052,3,ClearCr,1971,1971,2010,1010,155000
2690,4,NridgHt,2003,2003,2008,1765,370000
1610,3,NWAmes,1972,1987,2007,1124,185000
1077,2,IDOTRR,1920,1950,2007,961,67000
894,3,Edwards,1954,1954,2007,894,110000
1426,3,Crawfor,1918,1998,2007,912,189950
1551,3,SWISU,1938,1950,2006,1058,137000
1256,3,Edwards,1965,1965,2008,1256,147500
1459,3,CollgCr,2002,2002,2007,1459,192000
2482,4,Timber,2005,2006,2007,1094,281213
1358,2,NridgHt,2007,2008,2008,1350,217300
1029,3,Sawyer,1961,1961,2007,1029,118500
1838,3,CollgCr,2007,2008,2009,1838,272500
896,2,NAmes,1961,1961,2010,882,105000
1196,3,Edwards,1920,2000,2009,684,110000
1795,3,CollgCr,2005,2006,2007,879,191000
1828,3,NridgHt,2007,2007,2007,1822,314813
1728,4,Mitchel,1976,1976,2006,1728,188000
